id,date,bus_route_id,in_out,station_code,station_name,latitude,longitude,ride6,ride7,ride8,ride9,ride10,ride11,off6,off7,off8,off9,off10,off11,ride18,지번주소,si,city,dong,road_addr,weather_addr,temperature,precipitation,bus_interval,date_day,date_dayofweek,date_dayofname,weekday,weekend,holiday,typhoon,in_,out,ride67,ride89,ride1011,off67,off89,off1011,ride_sum,off_sum,bus_route_id_sum,bus_route_id_all_sum
1816,2019-09-01,23030000,시내,2983,삼화초등학교,33.51439,126.57696000000001,0.0,1.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,23.3,26.1,48.0,1,6,Sunday,0.0,1.0,0,0,1,0,1.0,7.0,2.0,1.0,2.0,0.0,10.0,3.0,3,79
3911,2019-09-01,24010000,시내,2983,삼화초등학교,33.51439,126.57696000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,23.3,26.1,55.0,1,6,Sunday,0.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,79
9574,2019-09-01,31190000,시내,2983,삼화초등학교,33.51439,126.57696000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,23.3,26.1,999.0,1,6,Sunday,0.0,1.0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,79
13530,2019-09-02,23030000,시내,2983,삼화초등학교,33.51439,126.57696000000001,0.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,24.1,25.7,48.0,2,0,Monday,1.0,0.0,0,0,1,0,6.0,5.0,0.0,1.0,1.0,1.0,11.0,3.0,3,79
16098,2019-09-02,24010000,시내,2983,삼화초등학교,33.51439,126.57696000000001,0.0,7.0,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,24.1,25.7,55.0,2,0,Monday,1.0,0.0,0,0,1,0,7.0,5.0,5.0,0.0,0.0,0.0,17.0,0.0,3,79
23775,2019-09-02,31190000,시내,2983,삼화초등학교,33.51439,126.57696000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,24.1,25.7,999.0,2,0,Monday,1.0,0.0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,79
28602,2019-09-03,23030000,시내,2983,삼화초등학교,33.51439,126.57696000000001,2.0,10.0,9.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,24.8,13.9,48.0,3,1,Tuesday,1.0,0.0,0,0,1,0,12.0,9.0,1.0,3.0,1.0,0.0,22.0,4.0,3,79
31208,2019-09-03,24010000,시내,2983,삼화초등학교,33.51439,126.57696000000001,0.0,7.0,7.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,24.8,13.9,55.0,3,1,Tuesday,1.0,0.0,0,0,1,0,7.0,7.0,4.0,0.0,1.0,0.0,18.0,1.0,3,79
39232,2019-09-03,31190000,시내,2983,삼화초등학교,33.51439,126.57696000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,24.8,13.9,999.0,3,1,Tuesday,1.0,0.0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,79
43975,2019-09-04,23030000,시내,2983,삼화초등학교,33.51439,126.57696000000001,2.0,8.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,24.7,43.0,48.0,4,2,Wednesday,1.0,0.0,0,0,1,0,10.0,4.0,1.0,1.0,2.0,1.0,15.0,4.0,3,79
46516,2019-09-04,24010000,시내,2983,삼화초등학교,33.51439,126.57696000000001,0.0,9.0,3.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,24.7,43.0,55.0,4,2,Wednesday,1.0,0.0,0,0,1,0,9.0,4.0,5.0,0.0,3.0,1.0,18.0,4.0,3,79
54128,2019-09-04,31190000,시내,2983,삼화초등학교,33.51439,126.57696000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,24.7,43.0,999.0,4,2,Wednesday,1.0,0.0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,79
58815,2019-09-05,23030000,시내,2983,삼화초등학교,33.51439,126.57696000000001,1.0,8.0,9.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,4.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,26.2,7.0,48.0,5,3,Thursday,1.0,0.0,0,0,1,0,9.0,10.0,1.0,2.0,2.0,1.0,20.0,5.0,3,79
61455,2019-09-05,24010000,시내,2983,삼화초등학교,33.51439,126.57696000000001,0.0,5.0,7.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,26.2,7.0,55.0,5,3,Thursday,1.0,0.0,0,0,1,0,5.0,7.0,3.0,1.0,2.0,2.0,15.0,5.0,3,79
69562,2019-09-05,31190000,시내,2983,삼화초등학교,33.51439,126.57696000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,26.2,7.0,999.0,5,3,Thursday,1.0,0.0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,79
74494,2019-09-06,23030000,시내,2983,삼화초등학교,33.51439,126.57696000000001,1.0,4.0,12.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,26.8,68.8,48.0,6,4,Friday,0.0,1.0,0,1,1,0,5.0,12.0,3.0,3.0,2.0,1.0,20.0,6.0,4,79
77083,2019-09-06,24010000,시내,2983,삼화초등학교,33.51439,126.57696000000001,0.0,7.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,26.8,68.8,55.0,6,4,Friday,0.0,1.0,0,1,1,0,7.0,4.0,3.0,0.0,2.0,0.0,14.0,2.0,4,79
84007,2019-09-06,30100000,시내,2983,삼화초등학교,33.51439,126.57696000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,26.8,68.8,999.0,6,4,Friday,0.0,1.0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,79
85052,2019-09-06,31190000,시내,2983,삼화초등학교,33.51439,126.57696000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,26.8,68.8,999.0,6,4,Friday,0.0,1.0,0,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,79
89261,2019-09-07,23030000,시내,2983,삼화초등학교,33.51439,126.57696000000001,0.0,1.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,제주특별자치도 제주시 화북일동 1012-2,제주시,제주시,화북일동,화삼로,제주,27.6,34.3,48.0,7,5,Saturday,0.0,1.0,0,1,1,0,1.0,4.0,1.0,3.0,0.0,0.0,6.0,3.0,2,79
