id,date,bus_route_id,in_out,station_code,station_name,latitude,longitude,ride6,ride7,ride8,ride9,ride10,ride11,off6,off7,off8,off9,off10,off11,ride18,지번주소,si,city,dong,road_addr,weather_addr,temperature,precipitation,bus_interval,date_day,date_dayofweek,date_dayofname,weekday,weekend,holiday,typhoon,in_,out,ride67,ride89,ride1011,off67,off89,off1011,ride_sum,off_sum,bus_route_id_sum,bus_route_id_all_sum
7072,2019-09-01,28660000,시내,3121,하도리개긋물,33.50208,126.88235,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,제주특별자치도 제주시 구좌읍 하도리 산 56,제주시,구좌읍,하도리,세종로,성산,22.8,25.5,52.0,1,6,Sunday,0.0,1.0,0,0,1,0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,1,10
34987,2019-09-03,28530000,시내,3121,하도리개긋물,33.50208,126.88235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,제주특별자치도 제주시 구좌읍 하도리 산 56,제주시,구좌읍,하도리,세종로,성산,24.9,34.4,104.0,3,1,Tuesday,1.0,0.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,10
65926,2019-09-05,28680000,시내,3121,하도리개긋물,33.50208,126.88235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 구좌읍 하도리 산 56,제주시,구좌읍,하도리,세종로,성산,25.5,41.9,4.0,5,3,Thursday,1.0,0.0,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,10
222614,2019-09-17,28530000,시내,3121,하도리개긋물,33.50208,126.88235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 구좌읍 하도리 산 56,제주시,구좌읍,하도리,세종로,성산,23.5,0.0,104.0,17,1,Tuesday,1.0,0.0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,10
254970,2019-09-19,28680000,시내,3121,하도리개긋물,33.50208,126.88235,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 구좌읍 하도리 산 56,제주시,구좌읍,하도리,세종로,성산,23.0,0.0,4.0,19,3,Thursday,1.0,0.0,0,0,1,0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1,10
270354,2019-09-20,28530000,시내,3121,하도리개긋물,33.50208,126.88235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 구좌읍 하도리 산 56,제주시,구좌읍,하도리,세종로,성산,23.1,1.2,104.0,20,4,Friday,0.0,1.0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,10
335327,2019-09-25,28530000,시내,3121,하도리개긋물,33.50208,126.88235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,제주특별자치도 제주시 구좌읍 하도리 산 56,제주시,구좌읍,하도리,세종로,성산,21.4,0.0,104.0,25,2,Wednesday,1.0,0.0,0,0,1,0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2,10
335858,2019-09-25,28660000,시내,3121,하도리개긋물,33.50208,126.88235,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 구좌읍 하도리 산 56,제주시,구좌읍,하도리,세종로,성산,21.4,0.0,52.0,25,2,Wednesday,1.0,0.0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,10
367058,2019-09-27,28530000,시내,3121,하도리개긋물,33.50208,126.88235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,제주특별자치도 제주시 구좌읍 하도리 산 56,제주시,구좌읍,하도리,세종로,성산,23.8,73.0,104.0,27,4,Friday,0.0,1.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1,10
394781,2019-09-29,28660000,시내,3121,하도리개긋물,33.50208,126.88235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,제주특별자치도 제주시 구좌읍 하도리 산 56,제주시,구좌읍,하도리,세종로,성산,24.4,2.5,52.0,29,6,Sunday,0.0,1.0,0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,10
